nan,prov,comune,boh,dd,zona
,PV,Trovo,97,2619,E 
,PV,Val di Nizza,412,2962,E 
,PV,Valeggio,93,2619,E 
,PV,Valle Lomellina,101,2812,E 
,PV,Valle Salimbene,71,2623,E 
,PV,Valverde,567,3165,F 
,PV,Varzi,416,2903,E 
,PV,Velezzo Lomellina,98,2619,E 
,PV,Vellezzo Bellini,94,2619,E 
,PV,Verretto,78,2619,E 
,PV,Verrua Po,64,2628,E 
,PV,Vidigulfo,88,2514,E 
,PV,Vigevano,116,2544,E 
,PV,Villa Biscossi,90,2619,E 
,PV,Villanova d'Ardenghi,86,2619,E 
,PV,Villanterio,75,2628,E 
,PV,Vistarino,72,2628,E 
,PV,Voghera,96,2685,E 
,PV,Volpara,357,2968,E 
,PV,Zavattarello,550,3138,F 
,PV,Zeccone,86,2628,E 
,PV,Zeme,104,2622,E 
,PV,Zenevredo,204,2832,E 
,PV,Zerbo,68,2628,E 
,PV,Zerbolò,68,2619,E 
,PV,Zinasco,84,2619,E 
,CR,Acquanegra Cremonese,45,2545,E 
,CR,Agnadello,94,2557,E 
,CR,Annicco,60,2545,E 
,CR,Azzanello,68,2389,E 
,CR,Bagnolo Cremasco,82,2557,E 
,CR,Bonemerse,40,2389,E 
,CR,Bordolano,64,2389,E 
,CR,Ca' d'Andrea,34,2389,E 
,CR,Calvatone,29,2388,E 
,CR,Camisano,96,2251,E 
,CR,Campagnola Cremasca,84,2251,E 
,CR,Capergnanica,79,2557,E 
,CR,Cappella Cantone,60,2389,E 
,CR,Cappella de' Picenardi,42,2389,E 
,CR,Capralba,96,2251,E 
,CR,Casalbuttano ed Uniti,60,2389,E 
,CR,Casale Cremasco-Vidolasco,92,2251,E 
,CR,Casaletto Ceredano,65,2557,E 
,CR,Casaletto di Sopra,89,2251,E 
,CR,Casaletto Vaprio,87,2557,E 
,CR,Casalmaggiore,26,2435,E 
,CR,Casalmorano,67,2389,E 
,CR,Castel Gabbiano,100,2251,E 
,CR,Casteldidone,27,2389,E 
,CR,Castelleone,66,2389,E 
,CR,Castelverde,52,2389,E 
,CR,Castelvisconti,66,2389,E 
,CR,Cella Dati,34,2389,E 
,CR,Chieve,77,2557,E 
,CR,Cicognolo,44,2389,E 
,CR,Cingia de' Botti,31,2389,E 
,CR,Corte de' Cortesi con Cignone,60,2389,E 
,CR,Corte de' Frati,51,2389,E 
,CR,Credera Rubbiano,70,2505,E 
,CR,Crema,79,2506,E 
,CR,Cremona,45,2389,E 
,CR,Cremosano,83,2557,E 
,CR,Crotta d'Adda,52,2389,E 
,CR,Cumignano sul Naviglio,77,2403,E 
,CR,Derovere,36,2389,E 
,CR,Dovera,76,2557,E 
,CR,Drizzona,34,2389,E 
,CR,Fiesco,74,2251,E 
,CR,Formigara,59,2545,E 
,CR,Gabbioneta-Binanuova,38,2389,E 
,CR,Gadesco-Pieve Delmona,44,2389,E 
,CR,Genivolta,70,2389,E 
,CR,Gerre de' Caprioli,37,2389,E 
,CR,Gombito,65,2545,E 
,CR,Grontardo,46,2389,E 
,CR,Grumello Cremonese ed Uniti,50,2389,E 
,CR,Gussola,28,2389,E 
,CR,Isola Dovarese,35,2389,E 
,CR,Izano,77,2251,E 
,CR,Madignano,72,2474,E 
,CR,Malagnino,43,2389,E 
,CR,Martignana di Po,26,2389,E 
,CR,Monte Cremasco,84,2557,E 
,CR,Montodine,67,2474,E 
,CR,Moscazzano,68,2474,E 
,CR,Motta Baluffi,31,2389,E 
,CR,Offanengo,83,2474,E 
,CR,Olmeneta,55,2389,E 
,CR,Ostiano,43,2389,E 
,CR,Paderno Ponchielli,58,2389,E 
,CR,Palazzo Pignano,87,2557,E 
,CR,Pandino,85,2557,E 
,CR,Persico Dosimo,48,2389,E 
,CR,Pescarolo ed Uniti,45,2389,E 
,CR,Pessina Cremonese,42,2389,E 
,CR,Piadena,34,2389,E 
,CR,Pianengo,83,2385,E 
,CR,Pieranica,90,2557,E 
,CR,Pieve d'Olmi,36,2389,E 
,CR,Pieve San Giacomo,39,2389,E 
,CR,Pizzighettone,46,2545,E 
,CR,Pozzaglio ed Uniti,50,2389,E 
,CR,Quintano,93,2557,E 
,CR,Ricengo,86,2399,E 
,CR,Ripalta Arpina,72,2474,E 
,CR,Ripalta Cremasca,78,2474,E 
,CR,Ripalta Guerina,73,2474,E 
,CR,Rivarolo del Re ed Uniti,22,2388,E 
,CR,Rivolta d'Adda,101,2557,E 
,CR,Robecco d'Oglio,48,2479,E 
,CR,Romanengo,83,2320,E 
,CR,Salvirola,75,2320,E 
,CR,San Bassano,59,2389,E 
,CR,San Daniele Po,33,2389,E 
,CR,San Giovanni in Croce,28,2389,E 
,CR,San Martino del Lago,31,2389,E 
,CR,Scandolara Ravara,30,2389,E 
,CR,Scandolara Ripa d'Oglio,47,2389,E 
,CR,Sergnano,91,2404,E 
,CR,Sesto ed Uniti,52,2389,E 
,CR,Solarolo Rainerio,28,2389,E 
,CR,Soncino,86,2403,E 
,CR,Soresina,70,2478,E 
,CR,Sospiro,36,2389,E 
,CR,Spinadesco,48,2389,E 
,CR,Spineda,23,2388,E 
,CR,Spino d'Adda,84,2557,E 
,CR,Stagno Lombardo,36,2389,E 
,CR,Ticengo,76,2410,E 
,CR,Torlino Vimercati,88,2557,E 
,CR,Tornata,29,2388,E 
,CR,Torre de' Picenardi,37,2389,E 
,CR,Torricella del Pizzo,29,2389,E 
,CR,Trescore Cremasco,86,2404,E 
,CR,Trigolo,70,2478,E 
,CR,Vaiano Cremasco,82,2557,E 
,CR,Vailate,103,2404,E 
,CR,Vescovato,46,2389,E 
,CR,Volongo,43,2389,E 
,CR,Voltido,35,2389,E 
,MN,Acquanegra sul Chiese,31,2388,E 
,MN,Asola,42,2420,E 
,MN,Bagnolo San Vito,19,2388,E 
,MN,Bigarello,23,2388,E 
,MN,Borgoforte,19,2388,E 
,MN,Borgofranco sul Po,14,2355,E 
,MN,Bozzolo,30,2388,E 
,MN,Canneto sull'Oglio,34,2389,E 
,MN,Carbonara di Po,14,2355,E 
,MN,Casalmoro,47,2420,E 
,MN,Casaloldo,45,2420,E 
,MN,Casalromano,42,2420,E 
,MN,Castel d'Ario,24,2388,E 
,MN,Castel Goffredo,53,2428,E 
,MN,Castelbelforte,27,2388,E 
,MN,Castellucchio,26,2388,E 
,MN,Castiglione delle Stiviere,116,2363,E 
,MN,Cavriana,170,2598,E 
,MN,Ceresara,44,2428,E 
,MN,Commessaggio,22,2388,E 
,MN,Curtatone,26,2388,E 
,MN,Dosolo,25,2435,E 
,MN,Felonica,11,2355,E 
,MN,Gazoldo degli Ippoliti,35,2388,E 
,MN,Gazzuolo,25,2388,E 
,MN,Goito,33,2388,E 
,MN,Gonzaga,22,2435,E 
,MN,Guidizzolo,61,2377,E 
,MN,Magnacavallo,11,2355,E 
,MN,Mantova,19,2388,E 
,MN,Marcaria,25,2388,E 
,MN,Mariana Mantovana,36,2388,E 
,MN,Marmirolo,29,2388,E 
,MN,Medole,62,2428,E 
,MN,Moglia,20,2388,E 
,MN,Monzambano,88,2377,E 
,MN,Motteggiana,20,2388,E 
,MN,Ostiglia,13,2355,E 
,MN,Pegognaga,22,2411,E 
,MN,Pieve di Coriano,16,2388,E 
,MN,Piubega,40,2388,E 
,MN,Poggio Rusco,16,2355,E 
,MN,Pomponesco,23,2435,E 
,MN,Ponti sul Mincio,113,2377,E 
,MN,Porto Mantovano,29,2388,E 
,MN,Quingentole,16,2388,E 
,MN,Quistello,17,2388,E 
,MN,Redondesco,31,2388,E 
,MN,Revere,16,2388,E 
,MN,Rivarolo Mantovano,26,2388,E 
,MN,Rodigo,31,2388,E 
,MN,Roncoferraro,25,2388,E 
,MN,Roverbella,48,2388,E 
,MN,Sabbioneta,18,2435,E 
,MN,San Benedetto Po,19,2388,E 
,MN,San Giacomo delle Segnate,16,2393,E 
,MN,San Giorgio di Mantova,27,2388,E 
,MN,San Giovanni del Dosso,16,2334,E 
,MN,San Martino dall'Argine,29,2388,E 
,MN,Schivenoglia,16,2393,E 
,MN,Sermide,12,2355,E 
,MN,Serravalle a Po,15,2388,E 
,MN,Solferino,124,2442,E 
,MN,Sustinente,17,2388,E 
,MN,Suzzara,20,2435,E 
,MN,Viadana,26,2435,E 
,MN,Villa Poma,13,2371,E 
,MN,Villimpenta,18,2388,E 
,MN,Virgilio,22,2388,E 
,MN,Volta Mantovana,91,2526,E 
,LC,Abbadia Lariana,204,2359,E 
,LC,Airuno,222,2385,E 
,LC,Annone di Brianza,265,2446,E 
,LC,Ballabio,661,3014,F 
,LC,Barzago,358,2578,E 
,LC,Barzanò,370,2595,E 
,LC,Barzio,769,3158,F 
,LC,Bellano,202,2220,E 
,LC,Bosisio Parini,270,2453,E 
,LC,Brivio,208,2365,E 
,LC,Bulciago,305,2503,E 
,LC,Calco,283,2471,E 
,LC,Calolziocorte,241,2412,E 
,LC,Carenno,635,2971,E 
,LC,Casargo,804,3211,F 
,LC,Casatenovo,340,2581,E 
,LC,Cassago Brianza,334,2544,E 
,LC,Cassina Valsassina,849,3272,F 
,LC,Castello di Brianza,350,2538,E 
,LC,Cernusco Lombardone,267,2449,E 
,LC,Cesana Brianza,300,2496,E 
,LC,Civate,269,2452,E 
,LC,Colico,218,2243,E 
,LC,Colle Brianza,558,2862,E 
,LC,Cortenova,483,2755,E 
,LC,Costa Masnaga,318,2521,E 
,LC,Crandola Valsassina,780,3177,F 
,LC,Cremella,383,2613,E 
,LC,Cremeno,792,3191,F 
,LC,Dervio,238,2271,E 
,LC,Dolzago,298,2493,E 
,LC,Dorio,210,2232,E 
,LC,Ello,411,2653,E 
,LC,Erve,559,2863,E 
,LC,Esino Lario,910,3362,F 
,LC,Galbiate,371,2596,E 
,LC,Garbagnate Monastero,299,2494,E 
,LC,Garlate,205,2361,E 
,LC,Imbersago,249,2423,E 
,LC,Introbio,586,2902,E 
,LC,Introzzo,704,3069,F 
,LC,Lecco,214,2383,E 
,LC,Lierna,202,2220,E 
,LC,Lomagna,255,2432,E 
,LC,Malgrate,231,2398,E 
,LC,Mandello del Lario,214,2373,E 
,LC,Margno,730,3106,F 
,LC,Merate,292,2484,E 
,LC,Missaglia,326,2533,E 
,LC,Moggio,890,3330,F 
,LC,Molteno,292,2484,E 
,LC,Monte Marenzo,440,2694,E 
,LC,Montevecchia,479,2750,E 
,LC,Monticello Brianza,406,2646,E 
,LC,Morterone,1070,3592,F 
,LC,Nibionno,306,2504,E 
,LC,Oggiono,268,2450,E 
,LC,Olgiate Molgora,287,2477,E 
,LC,Olginate,206,2362,E 
,LC,Oliveto Lario,208,2365,E 
,LC,Osnago,249,2423,E 
,LC,Paderno d'Adda,266,2447,E 
,LC,Pagnona,790,3191,F 
,LC,Parlasco,679,3034,F 
,LC,Pasturo,641,2980,E 
,LC,Perego,374,2601,E 
,LC,Perledo,395,2630,E 
,LC,Pescate,214,2373,E 
,LC,Premana,1000,3490,F 
,LC,Primaluna,558,2862,E 
,LC,Robbiate,265,2446,E 
,LC,Rogeno,292,2484,E 
,LC,Rovagnate,342,2555,E 
,LC,Santa Maria Hoè,371,2596,E 
,LC,Sirone,273,2457,E 
,LC,Sirtori,457,2719,E 
,LC,Sueglio,775,3170,F 
,LC,Suello,275,2460,E 
,LC,Taceno,507,2790,E 
,LC,Torre de' Busi,472,2698,E 
,LC,Tremenico,754,3140,F 
,LC,Valgreghentino,304,2501,E 
,LC,Valmadrera,234,2402,E 
,LC,Varenna,220,2246,E 
,LC,Vendrogno,731,3108,F 
,LC,Vercurago,225,2389,E 
,LC,Verderio Inferiore,249,2423,E 
,LC,Verderio Superiore,250,2425,E 
,LC,Vestreno,587,2903,E 
,LC,Viganò,390,2623,E 
,LO,Abbadia Cerreto,64,2557,E 
,LO,Bertonico,63,2549,E 
,LO,Boffalora d'Adda,78,2557,E 
,LO,Borghetto Lodigiano,68,2578,E 
,LO,Borgo San Giovanni,77,2592,E 
,LO,Brembio,67,2579,E 
,LO,Camairago,59,2545,E 
,LO,Casaletto Lodigiano,80,2592,E 
,LO,Casalmaiocco,88,2557,E 
,LO,Casalpusterlengo,60,2545,E 
,LO,Caselle Landi,44,2545,E 
,LO,Caselle Lurani,80,2628,E 
,LO,Castelnuovo Bocca d'Adda,49,2545,E 
,LO,Castiglione d'Adda,60,2549,E 
,LO,Castiraga Vidardo,65,2623,E 
,LO,Cavacurta,60,2545,E 
,LO,Cavenago d'Adda,73,2629,E 
,LO,Cervignano d'Adda,87,2557,E 
,LO,Codogno,57,2545,E 
,LO,Comazzo,98,2557,E 
,LO,Cornegliano Laudense,78,2592,E 
,LO,Corno Giovine,50,2545,E 
,LO,Cornovecchio,52,2545,E 
,LO,Corte Palasio,69,2578,E 
,LO,Crespiatica,76,2441,E 
,LO,Fombio,57,2701,E 
,LO,Galgagnano,86,2557,E 
,LO,Graffignana,67,2441,E 
,LO,Guardamiglio,49,2701,E 
,LO,Livraga,67,2579,E 
,LO,Lodi,87,2592,E 
,LO,Lodi Vecchio,82,2592,E 
,LO,Maccastorna,45,2545,E 
,LO,Mairago,69,2579,E 
,LO,Maleo,58,2545,E 
,LO,Marudo,77,2623,E 
,LO,Massalengo,76,2592,E 
,LO,Meleti,40,2545,E 
,LO,Merlino,101,2557,E 
,LO,Montanaso Lombardo,83,2557,E 
,LO,Mulazzano,91,2557,E 
,LO,Orio Litta,63,2701,E 
,LO,Ospedaletto Lodigiano,64,2701,E 
,LO,Ossago Lodigiano,71,2524,E 
,LO,Pieve Fissiraga,76,2551,E 
,LO,Salerano sul Lambro,77,2592,E 
,LO,San Fiorano,56,2701,E 
,LO,San Martino in Strada,73,2524,E 
,LO,San Rocco al Porto,47,2701,E 
,LO,Sant'Angelo Lodigiano,73,2623,E 
,LO,Santo Stefano Lodigiano,48,2701,E 
,LO,Secugnago,68,2579,E 
,LO,Senna Lodigiana,62,2701,E 
,LO,Somaglia,57,2701,E 
,LO,Sordio,85,2557,E 
,LO,Tavazzano con Villavesco,82,2514,E 
,LO,Terranova dei Passerini,63,2573,E 
,LO,Turano Lodigiano,68,2579,E 
,LO,Valera Fratta,78,2623,E 
,LO,Villanova del Sillaro,69,2551,E 
,LO,Zelo Buon Persico,95,2557,E 
